원조닭한마리,닭 한마리 반이 3만2천원으로 가격 비싸고  양도 무척 적습니다....맛은 닭 누린네가 나서 먹기 좀 불편합니다....무조건 사람수대로 시키게 하는데.....다른 삼계탕집 가서 삼계탕이나 먹는 것이 좋을거 같습니다 ....누구에게도 이 집 추천하고 싶지 않아요~,1
원조닭한마리,,4
원조닭한마리,,3
원조닭한마리,,4
원조닭한마리,굳이 동대문까지 가지 않아도 되는 것 만으로도 감사,4
원조닭한마리,,3
원조닭한마리,김치만 맛있었음 5개줬는데 거짓말안치고 중국산 김치 쓰는듯,1
원조닭한마리,맛있음!! 사람이 너무많음!!,4
원조닭한마리,,5
원조닭한마리,웬만하면 후기안쓰는데.. 가격비싸. 맛도별로. 김치는 중국산 김치 맛 나고. 서빙 여자분들 불친절하고. 다신 안간다.,1
원조닭한마리,여긴 찐이다.,5
원조닭한마리,맛있어요 국물도 깔끔하고 새콤한 양념장도 특별해요 사장님도 친절하시고 ㅎㅎ 굳굳,5
원조닭한마리,"매장 누린내, 음식 닭비린내,건성인 직원  부실한 밑반찬  정말 맛있어서 가시는건가요? 대충먹고 저녁 다시 먹으러가요",1
원조닭한마리,너무 별로에요. 약간 닭비린내도나고  가격도 비싼데 특별한 맛도 아니에요ㅜㅠ 왜 평점 높은지 모르겠어요ㅜ,1
원조닭한마리,확실히 원조라고 맛은 있다. 사람도 매우 많고. 근데 양이 생각보다 많이 적다. 많이 먹는 것도 아닌데 닭한마리에 칼국수랑 죽까지 끓여먹고 배가 찰 정도였으니까.,4
원조닭한마리,무난무난 맛있어요 국물이 짱임,4
원조닭한마리,남편이 추억맛집이라고 데리고 가줬는데 너무 맛있어요!! 진짜 국물이 예술이에요,5
원조닭한마리,간만에 가족과함께 갔는데 여전히 맛있고 사람많음,5
원조닭한마리,,3
원조닭한마리,닭한마리를 시켰지만 하얀 닭도리탕이... 잘 먹고 갑니다,2
원조닭한마리,어릴때부터 자주 갔던 집이에요~ 추억의 맛!!,4
원조닭한마리,개인적으론 별로임 특별한거 하나없는데.. 약간 닭누린내도 났고 맛집은 절대아님..,2
원조닭한마리,원조라 해서 가봣는데 아류보다 별로임.  교대나 충무로보다 별로였습니다.  국물은 후추맛이 너무 강하고 육수도 상대적으로 맹한 느낌. 육수 맹해서 졸여먹으려 했더니 불도 세게 못키게 함. 그럴 거면 아예 완전조리로 주시던가..,2
원조닭한마리,오랜만에 먹어보니 맛있네요 담백해요^^,4
원조닭한마리,저의 최애 맛집 중 하나!,5
원조닭한마리,굿굿,4
원조닭한마리,훌륭한 식당입니다. 1994년부터라니까 벌써 26년된 식당이네요. 한 끼 잘 먹고 갑니다.,4
원조닭한마리,예전에 비해서 가격도 너무 비싸지고 맛도 그럭저럭ㅠㅠ 예전에 정말 괜찮았는데 아쉬워요,2
원조닭한마리,"국물 예술~~!!  소스, 칼국수, 마지막 죽까지 너무 만족 스럽다~ 어떻게...닭고기 냄새만 좀 잡을 수 없나~ 미리 삶아 놔서 그런건지 냄새에 민감한 사람으로서  너~~무 아쉬운 부분!!",4
원조닭한마리,열시도 안됐는데 영업시간 다됐다면서 그만 가라네요. 테이블도 마니 비어있고 옆테이블에 금방 손님받은거 봤어요. 기분나쁘네요. ,1
원조닭한마리,맛있어요!!,5
원조닭한마리,,4
원조닭한마리,맛있죠^^ 맛은 있어요~ 맛만 있어요. 맛 때문에 20년이 넘도록 다니고 있죠. 저엉말~~~~~맛은 있어요.,5
원조닭한마리,간만에 제대로된 닭한마리 먹었네요. 만족~!,4
원조닭한마리,닭 한마리 반이 3만2천원으로 가격 비싸고  양도 무척 적습니다....맛은 닭 누린네가 나서 먹기 좀 불편합니다....무조건 사람수대로 시키게 하는데.....다른 삼계탕집 가서 삼계탕이나 먹는 것이 좋을거 같습니다 ....누구에게도 이 집 추천하고 싶지 않아요~,1
원조닭한마리,,4
원조닭한마리,,3
원조닭한마리,,4
원조닭한마리,굳이 동대문까지 가지 않아도 되는 것 만으로도 감사,4
논골집 포이점,맛있는데,5
논골집 포이점,"왠만해선 리뷰 안쓰는데, 국수 맛없어서 바로 뺏구요 찌개는 40분되도 안나오고 이런곳은 좀 망했으면 좋깄네요 돈이 아까운게 아니라 시간이 아까운 수준 가지마세요",1
흙향,,5
흙향,"우리 와이프, 애들 너무 좋아합니다. 하이팅!!!",5
흙향,최악,1
리엔,,5
리엔,맛.청결도.친절.양.가격.. 모두 굿..이렇게 운영해주시는 사장님께 감사합니다,4
리엔,"주문실수, 늦게 요리 나오고, 정신없는 직원들.. 다신 오고싶지 않네요",1
리엔,삼선짬뽕의 퀄리티와 가성비는 정말 최고다. 동네 깊숙히 있어 외부인들은 잘 모르지만 동네사람들은 다 아는 숨은 맛집!,5
리엔,강남 개포로 리엔ㅡ중화요리점 중자 깐풍기 중자 찹쌀탕수육 소자  찹쌀탕수육 삼선짜장면을 먹었는데요ㅡ사장님 직원들 친절하고 깐풍기와 찹쌀 탕수육이 맛있네요 개포로 골목 1층 앞 주차할 수 있고 비오는 날에 봄비 맞으며 드라이브 하며 도착했는데ㅡ음식 맛이 좋아 다녀오며 만족합니다~ 탕수육도 부드러우며 바삭하고 깐풍기 닭도 살이 많아 좋아요~,4
리엔,맛 가성비 최고예요!,5
리엔,맛도 일품 직원분 친절도 일품 고급 중화요리 식당에서 식사하는 느낌이라 할까.. ,5
리엔,,5
리엔,찹쌀탕수육 짬뽕 볶음밥 ♥︎,5
리엔,사랑합니다 탕수육,5
리엔,,4
리엔,"탕수육,삼선짬뽕 강추입니다~ 직원분,사장님도 친절하구 상냥하구 덕분에 잘묵었습니돠^^ 숨은맛집 현지인맛집인정 가성비갑 가성비굿~~~^^ ",5
리엔,중국집인데 짜장면이 맛 없다 탕수육 맛집,3
리엔,포이동 부근에서는 가히 최고의 중국음식점이라고 하고 싶지만 퀄리티가 들쭉날쭉 한 부분만 좀 신경 써주시면 좋겠습니다 주방장 기분에 따라 다른 건가요?,5
리엔,,5
리엔,,4
밀란국수 개포본점,"음식이 맛있습니다. 하지만 주방에서 뜨거운 육수는 플라스틱 바가지를 사용하지 마시고 스테인레스로 사용하시고, 샤브샤브 야채는 서빙하시는 분들이 맨손으로 만지는 일이 없었으면하고, 위생장갑을 끼고 샤브야채를 만지는 분은 위생장갑을 낀채로 계산을하는 일을 하지 않는다면 더욱 좋은 음식점이 될거라 사료됩니다.",3
밀란국수 개포본점,,5
밀란국수 개포본점,존맛.....♥,5
밀란국수 개포본점,,5
밀란국수 개포본점,,5
밀란국수 개포본점,너무 맛있어요. 건강해졌어요♡ ,5
밀란국수 개포본점,,4
밀란국수 개포본점,개맛 그자체 개맛있음,5
밀란국수 개포본점,,5
밀란국수 개포본점,"•복칼국수 : 와사비간장에 복이랑 바지락 미더덕찍어먹고, 시원한 국물이랑 칼국수 먹다보면 배 엄청 부름. 가성비 좋은 메뉴! 특별한 맛보다 깔끔한 맛에 자주 먹음

•비빔국수 : 여름에 꼭 시켜먹는 메뉴! 소스에서 과일의 단맛이 느껴지고 먹고 나서도 텁텁하지 않음. 면은 이 집 특유의 굵은 메밀면

•만두 : 속이 꽉찬 고향만두 같음. 중간에 씹히는 마늘이 느낌함을 잘 잡아줌!! 만두 맛있음!!!!! 

여름에만 파는 냉모밀도 깔끔하고 차가운 그릇에 나와서 시원하고 육수가 맛있음!! 

사람이 항상 많아서 이 집 앞에만 차들이 주차되어있고,,점심시간에 가면 만석일때 많음. 
손님 많아도 주문이나 리필 바로바로 다 해주시고, 엄청 친절하다는 아닌데 딱히 불친절하다고 느낀적 한번도 없음!!! 
+ 사람에 따라 이 집 겉절이가 조금 달게 느껴질 수 있는데, 칼국수랑 찰떡임",5
밀란국수 개포본점,Noodle & Mantou,3
밀란국수 개포본점,근래먹은 칼국수집중 최고인듯,5
밀란국수 개포본점,"모든 메뉴가 전부다 깔끔하고 정갈하고 맛있음, 야채육수 맛도 좋다",5
밀란국수 개포본점,국물이 깔끔하고 너무시원해요 ,5
밀란국수 개포본점,"샤브샤브를 먹으러 온건지 숙주를 먹으러 온건지....고기랑 면은 적고 숙주양이 너무 심하다.. 방역 소독을 안하는지 날파리가 너무 많고 전골냄비 더러움(청결X), 어수선하고 불친절하다. 샤브샤브 1인 11,000원인데, 죽은 따로 추가(+2,000원)해야함. 음식 대비 가격도 별로.. 왜 평점이 좋은지 모르겠다. ",1
밀란국수 개포본점,샤브샤브 맛있고 가격도 적당해요 매생이 도 맛있구요.주차도되요. ,5
밀란국수 개포본점,늘 너무 친절하시고 건강하고 맛있게 먹고갑니다^_^ 콩국수 짱⭐️ 칼국수 짱⭐️ 별 다섯개⭐️⭐️⭐️⭐️⭐️,5
밀란국수 개포본점,샤브샤브랑 코다리찜 먹었는데 너무너무 맛있었어요^^ 밀란음식은 항상 깔끔하고 건강해서 좋아요.,5
밀란국수 개포본점,만둣국이랑 콩국수 먹었는데  너무 개운하고 맛있게 잘먹었어요.  더위에 입맛이 없었는데  오랜만에 맛있고 건강한 식사로  하루종일 든든했어요.  감사합니다. 또 갈게요~,5
밀란국수 개포본점,날파리가 만두국서 나왔는데 미안하다는 말도 없고 바로 가져가더니 아무 말이 없어 왜 죄송하다는 말도 없냐 물어보니 그제서야 모가 들어갔나 보죠? 한마디로 끝.10년 넘게 다녔지만 장사가 좀 되니 배가 불렀는지 손님에 대한 매너가 없는 집. 다시는 안간다.,1
밀란국수 개포본점,맛있어요,5
밀란국수 개포본점,,5
밀란국수 개포본점,아 맛나네요. 양재맛집 입니다. 추천할만하네요,5
밀란국수 개포본점,,5
밀란국수 개포본점,이 동네 인기많은 식사 맛집. 정직한 맛으로 깔끔해요.,4
밀란국수 개포본점,사장님과 직원들에게 팁을 줘도 아깝지 않은 곳입니다.,5
밀란국수 개포본점,,5
밀란국수 개포본점,"이 정도 가격에 이 정도 퀄리티와 양은 믿을 수 없네요. 복칼국수, 코다리찜 상당히 괜찮습니다. 자신있게 추천.",5
밀란국수 개포본점,깔끔하고 맛남,5
밀란국수 개포본점,,5
밀란국수 개포본점,,5
황금돼지,이베리코 제대로 하는집입니다.  소고기 보다 맛있구여 . 다 짤라주시고. 사이드 메뉴도 맛있습니다. 양이 좀 적여요..ㅠㅠ 회사 회식으로 갔다가 너무맛있어서  얼마전 점심에 소주도 없이 먹고왔습니다.,5
원조소금구이,넘모맛있음,5
원조소금구이,단발아줌마 태도가 영 별로~ 숯불도 옆테이블손님 먹고 쓰던거 고대로 옮겨주고 바로 세팅되야할 된장찌개도 고기 거의다먹고 탁 내려놓고가고 ㅋㅋ 공기밥주문도 다른테이블 주문 5번넘게 받아주고 띠껍게 가져다줍니다 ㅋㅋ 원조손님구이 당하지 마세용~,1
원조소금구이,"고기는 생고기로 쓰시는거같아요.  가격대비 괜찮은? 소금구이 맛이구요.  그런데 너무 비위생적이라 후기남깁니다.  반찬을 맨손으로 담으시고 그 손으로 계산하고 다시 반찬담으시길래; 고기는 아니겠지 설마했는데 고기도 왼손만 장갑끼고 .. 오른손으로 고기 잡아서 저울로..;  맨손으로 반찬, 상치움, 계산, 고기계량 다하십니다. 위생 크게 신경안쓰시면 뭐",2
원조소금구이,맛있고 가격도 이만하면 나쁘지 않음. 위생은 조금 부족한 편. 두어번 갔는데 식기에 끈적한게 묻어있어요.,4
원조소금구이,"밑에 전국 탑5라는 말은 오바도 개오바.
포이사거리주변의 고깃집중에는
먹을만하지만 전국 탑5라니.ㅎㅎㅎ
진심 개오바다. 아님 정말 맛난 소금구이집을 못가봤던지.
차돌도 수준급?ㅎㅎ
차돌맛을 알려면 태백산 시골풍경가서 알차돌을
먹어보고 어느부위가 차돌인지 알고나서 차돌을 평하고
소금구이처럼 저렴하고 맛있는 식당중에
맛집수준이 어느 정도인지 알고 싶으면
목동사거리의 소금구이맛집이라도
한번 가보고 평하던지.
탑 5에도 안들면서 이 가게의 맛을 능가하는
소금구이 맛이 어떤건지 알게 될테니.
근데 탑 5?ㅋㅋㅋ
그런 말도 안되는 순위는 누가 만든건지.
개나 소나 전국 몇대 어떤 음식이라고
지들이 만들어서 왕관씌우니..ㅉㅉㅉ
양재동에 사는 지인들에게도 이미 옛맛을 잃어버린
식당으로 낙인찍힌지 몇년째인데
10년도 더 된 예전 맛을 알면 전국 탑 1이라며
기절하겠네.ㅎㅎㅎ
게다가 집에서 개밥이나 쳐먹고 다녔는지
난 그냥 그런 곳이라 평가도 안한곳이 몇몇곳이
있던데 다 5점줬네.ㅎㅎ
쪽팔리다.그냥 맛집평가 하지마라.ㅉㅉ


지인들과 가는 단골식당이였지만 
요즘은 갈수록 수년전보다 고기맛이
많이 떨어지네요. 옛맛도 안나고.
일행들도 이구동성으로 예전같지 않다고 합니다.
코로나 오기전에 이미 장사가 안되어서 가게도 축소시켜서 옛 자리에는 안경점이 들어서고...

예전에는 일부러 고기먹으러 여기를 찾아갔지만
이제는 이 동네 사는 지인이랑 고기먹을때만
가끔 들리는 식당.",3
원조소금구이,고기가 맛있고 야채도 신선해서 자주 갑니다~,4
원조소금구이,장사 오래 한 진짜배기 고깃집. 옥외 자리에 동네사람들로 와글와글. 상당한 퀄리티의 탱글탱글한 육질. 고기 주문하면 기본으로 주는 된장에 두부 한가득. 공깃밥이 흑미밥. 냉면은 평타 조금 아래. 종류가 적지 않은 밑반찬과 푸성귀.,5
원조소금구이,"사장님 두분이 친절하게 해주셨고, 양 많았고 무엇보다 육즙이 살아있는 것이 넘넘 맛있었어요!",5
원조소금구이,지나가다 우연히 찾아간 곳인데 기대 이상이었어요 ,4
원조소금구이,,3
원조소금구이,고기도 맛있구 된장찌개 너무 맛있어요~~,5
원조소금구이,여기의 매력을 느끼려면 여름날 새벽녘에 야외에서 고기구워먹는데 바람 살랑살랑불때 일듯. 친절한듯 안친절하고 가격은 비싼듯 안비싼듯 된장찌개는 실한듯 안실한듯.,4
김명자낙지마당 개포점,"동해 중국집과 같이 하는데, 삼선쟁반짜장 소금을 얼마나 넣었는지 미치는줄",1
김명자낙지마당 개포점,맛있어여ㅇ,5
김명자낙지마당 개포점,"산낙지연포탕 23,*2 낙지볶음 9,*2 낙지만두 5, 볶음밥 2,*2 낙지만두가 맛있고 낙지볶음은 그냥 그렇고 연포탕 괜찮았다. ",3
양가집,,5
양가집,,1
춘천명물닭갈비 1호점,짱맛 짱짱맛,5
춘천명물닭갈비 1호점,,5
춘천명물닭갈비 1호점,"간도 딱 좋고, 양도 만족하구요. 너무 맛있어요 ㅎㅎ  막국수도 안먹음 섭섭합니다. 꼭 드셔보세요 ㅋ 둘이 가면 아쉬워요. 양이 많아서 밥을 못 볶을 때가 있어서 3~4명이 가서 막국수에 닭갈비 싸서 먹고 밥 볶아먹으면 꿀맛....여러분 여기 동치미가 사이다 맛이예요!!!",5
춘천명물닭갈비 1호점,점심메뉴도 저렴한데 푸짐하게 잘나오고 닭갈비 생각나면 여기 오는데 항상 맛있습니다~~,5
춘천명물닭갈비 1호점,"괜찮은 닭 재료로 쓰네요,  맛있어요.",4
춘천명물닭갈비 1호점,○○○ 맛없는데 ..,2
춘천명물닭갈비 1호점,"1인분 12,000원 밥볶아먹고 술안주하고 괜찮네요",4
춘천명물닭갈비 1호점,맛있어요 최고!!,4
춘천명물닭갈비 1호점,,5
금홍짬뽕,'감⇗사합⤑니⇘다~',3
금홍짬뽕,RM 전설의 짜장면집,5
금홍짬뽕,맛도 좋고 양도 많고...  다만 점심때 인파가 너무 많아요. 맛집인정,4
금홍짬뽕,여기 머리카락 너무 자주나와요,1
금홍짬뽕,불맛최고 차돌짬뽕최고,5
김수사,맛있어요,4
김수사,콜키지프리와 위치에 비해 저렴하다는 장점이 있지만 지명도에 비해 엄청나게 맛있는 것은 아니라는 생각이 들어요. 그래도 항상 나올 때 만족하고 나와요,3
김수사,"인간은 같은 실수를 반복한다고 별1점 줘놓고도 재방문했는데,..^^ 진짜 오지게 불친절함을 경험했어요. 입은 옷 보고 코스 이후 뭐 더 드실래요?를 권유하는지^^ 샤넬백이랑 원피스 입었던 저번과 다르게, 같은 코스를 먹어도 후드티랑 바지 입은 이번엔 그런 거 1도 없었네요. 걍 빨리 먹고 나갔으면 하는 것 같은? 블로그보면 지인찬스 어쩌고 가성비가 흘러넘친다 찬양일색인데 런치로도 가성비 제대로 떨어집니다. 그리고 조선족 서버들 서비스 교육좀 제대로 하심이… 뭔 역차별도 아니고 내돈내산인데 서빙해줄때마다 그릇을 탁탁 놓지를 않나 손님 얼굴을 정면으로 시비걸듯 빤히 쳐다보면서 스캔뜨질 않나 왜 불편함을 오지게 느껴야하는 모르겠네요. 이젠 다시 안가요
(이전 후기)—————
김밥천국 아주머니도 여기 홀직원들에 비하면 완전 친절하심. 그리고 생선 비린맛도 묘하게 못 잡고 개별로에요 2017엔 넘 좋았는데 해마다 구려져서 맨날 카운터에 계시는 주인분이 도대체 뭘 어따 신경쓰시는지 의문",1
김수사,"음식은 쏘쏘 .  식사는 잘 했어요 .
저흰 음식을 천천히 먹는 편이고 대화하느라 속도가 느린 편이었는데  참으로 자주 오셔서 확인하셔서 먹어야하나? 시간제한있나? 싶더라구요.
옆테이블이 나가고 치우시는데 노골적으로  쿵쿵팍팍 치우는느낌들어 불편하다 싶었는데 저만 느낀게 아니더라구요. 결국 대화중인데 좀 치울게요 하시며 치우시고  ... 고급식당맞나 ?싶고 런치가 
저렴한 편 이지만 인당55000이 아깝다는 생각과 
여기 오기 전에 후보에있던 다른식당 생각이 난 식사였네요.",1
김수사,음식은 좋습니다. 다소 산만한 분위기와 다소 높은 가격은 고려하셔야 합니다.,4
김수사,소주 1병 9천원 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
김수사,스시는 당연히 맛있고 ㅎㅎ 콜키지 프리라 넘 좋아요~!,5
김수사,"소주 1병에 9,000원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그 와중에 진로이즈백은 10,000원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
김수사,그닥 안신선해요,1
김수사,런치 너무맛있고 만족했습니다. 직원분들도 친절해서 먹는내내 좋았어요,5
김수사,"이미 가성비는 없어진지 오래지만, 수년동안 갔던곳이어서 가족들 데리고 토요일 저녁7시반 예약 했습니다. 방으로 예약 했지만 방이 없어서 홀 구석에 자리잡아줍니다. 우리처럼 예약손님들이 자리잡지 못하고 홀에서 구경하면서 기다리고 주문전화 오고, 서빙하느라 뛰어다니고, 이미 차분하게 식사하긴 틀렸더군요. 동네 김천수준으로 정신없습니다. 일단 사시미 셋트 먹었는데 점점 실망하고 있었지만 이날은 주문이 많이 재료가 부족했는지 평소 같지 않은 구성이었습니다. 같은 식재료(참치)가 세번이나 중복으로 나오고 우니는 보이지도 않고 광어랑 도미같은것만... 특히 마지막 장어는 평소보다 반절 크기로 만든 후 그걸 김에 싸주는 괴상한? 모양이던데..흠 디저트는 양갱 반조각씩. 음식도 별로지만 특히 이게 입으로 들어가는지 코로 들어가는지 정말 시장 분위기 입니다. 김수사 가성비 좋다는 말도 이미 옛날말입니다. 이전 블로그 보고 가시면 실망만 할겁니다. 거주지인 교대역 근처에 1인 7만원 미들급 스시야는 아무데나 가봐도 여기랑 비교가 안됩니다.  같이간 데리고간 가족들한테 챙피할 정도입니다. 전 앞으로 안가겠지만 그나마 고객을 위한다면 저녁예약은 그런식으로 받아서 돈벌생각만 하면 안될거 같습니다. 마지막으로 카운터에 계신 나이드신분이 아버님 같던데 그렇제 친절하지 않은건 이미 알고 있었지만...선 결제 한 거 들고 가면 인상 쓰면서 눈앞에서 찢어버리더군요 ㅎㅎ 선결제 한건 이미 받은 돈이니까 공짜손님 왔다고 그러는거 같던데....그러면 처음부터 선결재 안받으시면 되잖아요 그렇죠? 선결재 받을때는 웃고 나중에 쓸려고 하니 눈앞에서 종이 박박 찍어버리고 ㅎㅎ 다시 옜날 김수사로 돌아갈 수 있을까요? ㅎ",1
김수사,,4
김수사,가성비 최고 룸이라서 편함,4
김수사,"일단, 서비스는 나름 친절했고 각각의 초밥과 회가 다들 개성이 있고 맛있었습니다. 비린내도 거의 없었고요. 점심에는 1인당 5만원인데, 크게 나쁘지는 않는 것 같습니다. 다만, 여름이여서 그런건지는 모르겠지만 향후 4인 가족 중 3명이 배가 너무 아파서.... ㅜㅜ 위생 문제가 있는건지 무슨 문제가 있는 건지는 알 수 없었습니다 (저희는 저녁 먹기 전, 이 음식점에서 식사를 한 것 외에는 아무것도 먹지 않았습니다).",3
김수사,"별 하나도 아깝다.  룸잡고 먹었는데 비추합니다. 1. 서빙하는 아줌마들 굉장히 불편하게 함. 팁 2만 드렸는데, 다른분으로 바뀌고 팁 또 달라고 노골적으로 눈치주면서  불편하게 함.  2. 9만 사시미 특선 먹었는데 비추. 맛없고 싸구려 부위 만 있네 .. 사장이 신경안쓰는 가게인듯",1
김수사,가성비 별로..   팁요구..,1
김수사,가성비좋은 1세대 스시집 강남스시야치고 저렴한 가격이지만 적초를사용한 샤리와 적당한두께감의 네타가 밸런스를 잘이루었고 도미뼈를우려낸 맑은국을시작으로 미소시루를포함해 무려3종류의 국물을 내어준다. 캐나다산우니도 알이굵고녹진한게 기분좋은맛. 프라이빗룸도있고 무엇보다 콜키지프리라 모임 있을때 자주애용할듯한 곳,4
김수사,대놓고 팁달라 하시더라구요.. 생일날 갔는데 기분만 망치고 왓네요..,2
김수사,맛은 있으나 여직원들 한번은 정리 해야함 기본 여직원들 팁 오만원 이상 가계,2
김수사,뭐든 상대적인것 강남에서 이 정도 가격에 이렇게 잘 나오는 집은 찾기 어렵다.  적어도 서초강남쪽 일식집을 20군데이상 다녀본 내게 김수사는 가장 이상적인 곳이다.,4
김수사,,5
김수사,리뷰를 보면 가성비 이야기와 최악의 서비스가 종종 리뷰된다 스시나 회의 가성비라고 하기엔 인당 7만원의 가격이 아쉽다 서비스는 다른 리뷰와 별다를바 없는 서비스를 19년도 12월에도 이루어지고 있다 인근 국밥집에서도 안겪는 서비스를 겪다보니 다시는 안갈 최악의 서비스다,1
김수사,맛있네요~ 룸에서 식사했는데 괜찮았어요,4
김수사,"고객 응대가 엉망임. 시장통에서 식사하는것도 아니고 나름 고급 음식점이라고 하는곳에서 쫓기듯 식사를 해야하는것이 이해가 안됨. 종업원도 무개념, 사장도 무개념. 장사 좀 된다고 정신 못차리는것 같음. 다시는 방문하고 싶지 않음.",1
김수사,"5년만에 갔다가, 왜 발길을 끊었던지 알게해준 최악의 식사,
7시에 8인룸 예약하고, 당일 또 컨펌문자 했는데,  손님이 안나가는걸 어쩌라는 거냐고..7시반에 결국 4인방 두개터서 식사 시작했으나, 9시반부터 문닫는다고 쪼으고 계산먼저 하라하고, 서버들은 돌이가면서 다 들어와선 수고비받고,음식은 계속 밀어넣어 식어가고, 안먹었는데도 접시 빼고, 이런집에선 편안히 와인먹기 불가능합니다
7명이라 특사사미3인, 스시코스3인 시켰는데 이해가 안되는 특사시미...게다가 4인방 두개를 이어서 앉으라고 하니,이은 자리는 양반다리로 앉아야하고 심지어 음식이 멀어서 친구들이 음식 날라주면서 정신없이 쫒겨가며 먹었어요, 제가 장소섭외한 곳이라.. 와인동호회 친구들에게
많이 미안한 하루였네요, 콜키지 프리가 다 좋은것만은 아닌가봐요",1
김수사,무슨 예약을 할려고하면 인하된다고하고. 두명은 고객이 아닌가?,1
김수사,가성비. 굿굿. 점심 코스 5. 2019.2 김수사  점심 스시코스 5 저녁 스시코스 50.00 사시미코스 70.000 런 5 특 사시미 90.000 런 5.0  예약 02-542-5235  영업시간 11:00 ~ 22:00,5
김수사,"재료는 훌륭하나 분위기는 막회집..즉 가성비는 좀..,",3
김수사,,2
